id,name,rating,userRatingCount,websiteUri,formattedAddress,latitude,longitude
"ChIJ3Tf-w9C2RIYR4G3OcVUxavY","The Black Forest","4.8","105","","1615 Crozier Ln, Del Valle, TX 78617, USA","30.2214487","-97.6615219"
"ChIJzVrWA9WwRIYRyyi3981FN7g","Airport Xpress Market","4.2","116","https://www.facebook.com/airportxpressmarket/","2777 E Hwy 71 SUITE A, Del Valle, TX 78617, USA","30.2103258","-97.65182139999999"
"ChIJTX1ZozO3RIYR8wuQDiJVZ4s","Los Metates Taqueria","4.8","54","https://www.losmetates.com/","1405 FM973, Austin, TX 78725, USA","30.222999400000003","-97.6330191"
"ChIJ6dpBGya3RIYRb1z1NNtZBcg","Queta Tacos","4.4","30","","F FM973, Del Valle, TX 78617, USA","30.2236489","-97.6325822"
"ChIJVUdAMEK_RIYRDn5CAEmrZUc","JZ BAR-B-Q & GRILL","5","17","","19123 FM 969, Webberville, TX 78653, USA","30.228449499999996","-97.51597129999999"
"ChIJPy2UPwC_RIYRclEqFLfk1ug","Taqueria Gonzalez #1","5","4","","19123 FM 969, Webberville, TX 78653, USA","30.228480400000002","-97.5159891"
"ChIJgddI9vu1RIYRP59WXgDNciE","Antojitos la Huastequita","4.5","6","","19123 FM 969, Webberville, TX 78653, USA","30.228453400000003","-97.5159992"
"ChIJT_M25llIW4YRm5VlHKRI0KI","Mickeys BBQ","4.6","78","","8116 Thomas Springs Rd, Austin, TX 78736, USA","30.246900699999998","-97.9263718"
"ChIJ8z_GkwFJW4YRrMoygcL5cqA","Sundance BBQ","3.9","11","","Thomas Springs Rd, Austin, TX 78736, USA","30.246536799999994","-97.9272306"
"ChIJWwxVGXhJW4YR9Doub51X9VE","Jack Allen's Kitchen Oak Hill","4.6","4409","http://www.jackallenskitchen.com/","7720 State Hwy 71 West, Austin, TX 78735, USA","30.2435734","-97.8825773"
"ChIJY9H94iZJW4YR5_di3JSBKmQ","Shore Raw Bar & Grill","4.4","898","https://www.shoreatx.com/","8665 W State Hwy 71 #100, Austin, TX 78735, USA","30.249717399999998","-97.89507139999999"
